sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
1,Airport Authority of India [AAI],612786,,Construction of New Domestic Terminal Building Building and miscellaneous works,Andhra Pradesh,"including maintenance, operations and AICMC at Kadapa Airport",2023-03,2026-01,2026-03,265.91,265.91,67.22,39,2025-10,FlashReport_October_2025.pdf
2,Airport Authority of India [AAI],701107,,Construction of New Integrated Terminal Building and associated works including apron to park 3 code E type of aircraft or 6 code C type of aircraft at Vijayawada,Andhra Pradesh,Airport.,2020-06,2022-09,2025-12,611.8,611.8,507.14,84,2025-10,FlashReport_October_2025.pdf
3,,,,Construction of New Domestic Terminal Building at Rajahmundry Airport. (Airport Authority of India [AAI]) (701121),Andhra Pradesh,,2022-12,2025-08,2025-12,347.15,347.15,102.43,57,2025-10,FlashReport_October_2025.pdf
4,,,,Guwahati Airport New Integrated Terminal Building Construction Project (Adani Airport Holdings Limited) (706724),Assam,,2016-12,2025-03,2025-11,1712,1712,2397.37,91,2025-10,FlashReport_October_2025.pdf
5,,,,Development of New Civil Enclave at Bihta (Airport Authority of India [AAI]) (612183),Bihar,,2024-08,2027-09,,1413,1413,0,1,2025-10,FlashReport_October_2025.pdf
6,,,,Development of New Civil Enclave and associated works at Darbhanga Airport (Airport Authority of India [AAI]) (612194),Bihar,,2024-07,2026-01,,911.66,911.66,213.22,38,2025-10,FlashReport_October_2025.pdf
7,Airport Authority of India [AAI],701101,,Construction of New Domestic Terminal Building [Phase-I and II] and other allied,Bihar,"structures at JPNI Airport, Patna",2018-12,2023-07,2025-11,1216.9,1216.9,1125.73,95,2025-10,FlashReport_October_2025.pdf
8,,,,Goa Airport Terminal Building Extension Project (Airport Authority of India [AAI]) (701105),Goa,,2017-11,2021-12,2025-09,255.69,255.69,154.3,94,2025-10,FlashReport_October_2025.pdf
9,,,,"Development of Dholera International Greenfield Airport , Gujarat (Airport Authority of India [AAI]) (701126)",Gujarat,,2022-06,2026-06,2026-06,1305,1551,718.2,67,2025-10,FlashReport_October_2025.pdf
10,Airport Authority of India [AAI],611047,,"Construction of NTB complex including apron, taxi track and other associated civil",Jammu and Kashmir,works and electrical & mechanical installations towards Tawi River side at CA Jammu.,2022-07,2026-06,2026-06,861.37,861.37,212.12,39,2025-10,FlashReport_October_2025.pdf
11,Airport Authority of India [AAI],612787,,Construction of New Domestic Terminal Building and Miscellaneous works at Hubli,Karnataka,Airport,2023-06,2026-01,2026-03,320.47,320.47,81.22,45,2025-10,FlashReport_October_2025.pdf
12,Airport Authority of India [AAI],612788,,Construction of New Domestic Terminal Building and Miscellaneous Works at,Karnataka,Belagavi Airport.,2023-06,2026-01,2026-01,322.45,322.45,140.4,59,2025-10,FlashReport_October_2025.pdf
13,Airport Authority of India [AAI],612789,,"Development of additional RESA on either end on Runway 10-28 at Calicut Airport. Construction of embankment with slope protection, drainage system and associated",Kerala,works for additional RESA on either end on Runway 10-28,2023-06,2025-09,2026-03,484.57,484.57,91.67,23,2025-10,FlashReport_October_2025.pdf
14,,,,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh (Airport Authority of India [AAI]) (400010)",Ladakh,,2018-07,2021-09,2025-10,480,640,471.59,77,2025-10,FlashReport_October_2025.pdf
15,,,,C/o NITB Imphal Airport (Airport Authority of India [AAI]) (706718),Manipur,,2021-11,2024-07,2026-12,499,499,155.72,41,2025-10,FlashReport_October_2025.pdf
16,Airport Authority of India [AAI],611570,,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai,","Multi-States (Karnataka, Maharashtra, Telangana, Uttar Pradesh)","Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL",,2025-09,2026-08,500.48,500.48,332.26,75,2025-10,FlashReport_October_2025.pdf
17,Airport Authority of India [AAI],701127,,Construction of New Passenger Terminal Building for Domestic Operations at Jodhpur,Rajasthan,Airport.,2022-05,2024-11,2025-11,480,480,317.88,96,2025-10,FlashReport_October_2025.pdf
18,,,,Construction of New Integrated Passenger Terminal Building at Udaipur Airport (Airport Authority of India [AAI]) (701128),Rajasthan,,2023-06,2026-03,2026-10,887,887,378.81,50,2025-10,FlashReport_October_2025.pdf
19,Airport Authority of India [AAI],612793,,"Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c slope stabilization Measures [Balance work] of uphill and Improvement of Storm Water Drainage System at Pakyong Airport, Sikkim on design & build basis [EPC] with",Sikkim,integrated 10 years maintenance.,2023-11,2026-02,,323.26,323.26,38.69,14,2025-10,FlashReport_October_2025.pdf
20,,,,"Modernization of Chennai Airport, Phase II, Part 2 (Airport Authority of India [AAI]) (611602)",Tamil Nadu,,2018-05,2025-07,2026-06,1207,1207,183.02,25,2025-10,FlashReport_October_2025.pdf
21,Airport Authority of India [AAI],612063,,"Construction of New Terminal Building, Second Link Taxi Track, Apron Expansion,",Uttar Pradesh,and associated works at Prayagraj Airport- On Design & Build Basis.,,2024-11,2025-08,219.18,274.38,215.2,100,2025-10,FlashReport_October_2025.pdf
22,,,,Lucknow Airport-Terminal 3- Phase 1 & Other Associated Works (Adani Airport Holdings Limited) (701091),Uttar Pradesh,,2018-06,2026-03,,3100,3100,16024.42,100,2025-10,FlashReport_October_2025.pdf
23,Airport Authority of India [AAI],701113,,"Development of Lal Bahadur Shastri International airport, Varanasi including C/o New",Uttar Pradesh,"Terminal Building, Apron Extension, Runway Extension, PTT and allied works.",2024-07,2027-07,2027-07,2869.65,2869.65,361.71,18,2025-10,FlashReport_October_2025.pdf
24,,,,Development of New Integrated Civil Enclave at Agra Airport (Airport Authority of India [AAI]) (701122),Uttar Pradesh,,2024-06,2026-07,,579,579,88.64,20,2025-10,FlashReport_October_2025.pdf
25,,,,Development of New Civil Enclave at Bagdogra Airport (Airport Authority of India [AAI]) (611495),West Bengal,,2024-08,2027-01,2027-01,1549,1549,310.58,13,2025-10,FlashReport_October_2025.pdf
26,Airport Authority of India [AAI],612791,,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and",West Bengal,Strengthening of C Taxiway at NSCBI Airport Kolkata.,2023-04,2025-02,2026-08,328.3,328.3,107.6,49,2025-10,FlashReport_October_2025.pdf
27,,,,TIKAK EXTENSION OCP (MIS MoCoal Integration Logins) (615820),Assam,,2022-07,2031-07,,159.77,159.77,81.47,0,2025-10,FlashReport_October_2025.pdf
28,,,,TIRAP OCP (MIS MoCoal Integration Logins) (615821),Assam,,2022-11,2030-11,,289.46,289.46,105.6,3,2025-10,FlashReport_October_2025.pdf
29,,,,PORDA CHIMTAPANI OCP [10 MTY] (South Eastern Coalfields Limited [SECL]) (400144),Chhattisgarh,,2020-12,2029-03,,2310.12,2310.12,87.97,10,2025-10,FlashReport_October_2025.pdf
30,,,,CHHAL OC SEAM III [6 MTY] (South Eastern Coalfields Limited [SECL]) (400145),Chhattisgarh,,2013-12,2022-03,2025-11,610.63,610.63,579.82,85,2025-10,FlashReport_October_2025.pdf
31,,,,BAROUD OC EXPANSION [3.0-10.0M (South Eastern Coalfields Limited [SECL]) (400149),Chhattisgarh,,2020-08,2029-03,,2309.8,2309.8,937.38,50,2025-10,FlashReport_October_2025.pdf
32,,,,DIPKA EXPANSION OCP [40 MTY] (South Eastern Coalfields Limited [SECL]) (400354),Chhattisgarh,,2020-12,2029-03,,5241.4,5241.4,2841.08,37,2025-10,FlashReport_October_2025.pdf
33,,,,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,,2016-03,2023-03,2026-03,11816.4,11816.4,6687.44,78,2025-10,FlashReport_October_2025.pdf
34,,,,JAMPALI OC RCE [2.0 MTY] (South Eastern Coalfields Limited [SECL]) (613795),Chhattisgarh,,2020-05,2025-03,2025-06,278.64,278.64,210.07,82,2025-10,FlashReport_October_2025.pdf
35,,,,AMERA OC RCE [1.0 MTY] (South Eastern Coalfields Limited [SECL]) (613798),Chhattisgarh,,2015-02,2026-03,,335.97,335.97,88.24,42,2025-10,FlashReport_October_2025.pdf
36,,,,AMGAON OC RCE [1.0 MTY] (South Eastern Coalfields Limited [SECL]) (613799),Chhattisgarh,,2015-07,2026-03,,316.11,316.11,188.62,78,2025-10,FlashReport_October_2025.pdf
37,,,,JAGANNATHPUR OC RCE PROJECT (South Eastern Coalfields Limited [SECL]) (613800),Chhattisgarh,,2016-07,2025-03,2026-03,459.49,459.49,274.35,96,2025-10,FlashReport_October_2025.pdf
38,,,,MAHAMAYA OCP [1.50 MTY] (South Eastern Coalfields Limited [SECL]) (613801),Chhattisgarh,,2018-05,2026-03,,410.26,410.26,182.83,54,2025-10,FlashReport_October_2025.pdf
39,,,,KATKONA RO UG MINE (South Eastern Coalfields Limited [SECL]) (615191),Chhattisgarh,,2023-01,2029-03,,329.21,329.21,61.34,2,2025-10,FlashReport_October_2025.pdf
40,,,,PELMA OC MDO (South Eastern Coalfields Limited [SECL]) (616234),Chhattisgarh,,2022-10,2033-03,,1725.04,1725.04,15.66,40,2025-10,FlashReport_October_2025.pdf
41,,,,KUSMUNDA OC EXPANSION PROJECT (SECL - CIL) (617287),Chhattisgarh,,2024-11,2030-03,,4516.88,4516.88,775.13,21,2025-10,FlashReport_October_2025.pdf
42,,,,MANIKPUR OC EXPANSION PROJECT (South Eastern Coalfields Limited [SECL]) (617288),Chhattisgarh,,2025-01,2029-03,,382.61,382.61,113.03,21,2025-10,FlashReport_October_2025.pdf
43,,,,HURA C OCP (ECL - CIL) (400018),Jharkhand,,2022-08,2029-03,,859.41,859.41,451.62,62,2025-10,FlashReport_October_2025.pdf
44,,,,KONAR EXPANSION OCP (Ministry of Coal) (400073),Jharkhand,,2022-01,2032-03,,799.34,799.34,429.65,45,2025-10,FlashReport_October_2025.pdf
45,,,,KARO EXPANSION OCP (Ministry of Coal) (400074),Jharkhand,,2022-01,2029-03,,908.47,908.47,269.26,22,2025-10,FlashReport_October_2025.pdf
46,,,,SANGHMITRA OC (Ministry of Coal) (400136),Jharkhand,,2024-03,2032-03,,2660,2660,0,0,2025-10,FlashReport_October_2025.pdf
47,,,,CHANDRAGUPT OCP (Ministry of Coal) (400138),Jharkhand,,2020-08,2032-03,,973.5,973.5,440.56,24,2025-10,FlashReport_October_2025.pdf
48,,,,KOTRE BASANTPUR PACHMO OCP (Ministry of Coal) (400139),Jharkhand,,2020-08,2032-03,,861.06,625.4,455.95,42,2025-10,FlashReport_October_2025.pdf
49,,,,Pachwara South Coal Block (NLC India Limited [NLCIL]) (400142),Jharkhand,,2016-03,2028-09,,2242.9,2242.9,1220.76,74,2025-10,FlashReport_October_2025.pdf
50,,,,RPR MAGADH EXP OCP (Ministry of Coal) (400150),Jharkhand,,2020-08,2028-03,,7254.37,7254.37,1600.77,38,2025-10,FlashReport_October_2025.pdf
51,,,,NORTH URIMARI EXPANSION OCP (Ministry of Coal) (400151),Jharkhand,,2021-07,2029-03,,778.8,778.8,696.05,67,2025-10,FlashReport_October_2025.pdf
52,,,,EPR ROHINI - KARKETTA OCP (Ministry of Coal) (400153),Jharkhand,,2021-01,2028-03,,1020.42,1020.42,84.74,21,2025-10,FlashReport_October_2025.pdf
53,,,,EPR PUNDI OCP (Ministry of Coal) (400154),Jharkhand,,2020-11,2027-03,,713.35,713.35,236.58,10,2025-10,FlashReport_October_2025.pdf
54,,,,EPR ASHOK OC (Ministry of Coal) (400155),Jharkhand,,2021-05,2031-03,,2898.28,2898.28,179.7,24,2025-10,FlashReport_October_2025.pdf
55,,,,EPR AMRAPALI OCP (Ministry of Coal) (400156),Jharkhand,,2020-02,2028-03,,5136.15,5136.15,1168.11,42,2025-10,FlashReport_October_2025.pdf
56,,,,RAJRAPPA RCE OCP (Ministry of Coal) (400160),Jharkhand,,2009-12,2016-03,2027-03,510.85,510.85,488.69,76,2025-10,FlashReport_October_2025.pdf
57,,,,CHITRA EAST OC (Eastern Coal Fields Limited [ECL]) (400172),Jharkhand,,2018-08,2026-03,2028-03,513.99,513.99,229.86,51,2025-10,FlashReport_October_2025.pdf
58,,,,JHARKHAND-LAIYO OCP (Ministry of Coal) (400352),Jharkhand,,2020-08,2031-03,,764.57,764.57,145.81,29,2025-10,FlashReport_October_2025.pdf
59,,,,MOONIDIH XV SEAM UG (Ministry of Coal) (400425),Jharkhand,,2011-08,2019-03,2026-05,1230.27,1230.27,631.73,81,2025-10,FlashReport_October_2025.pdf
60,,,,2.5 MTPA PATHERDIH NLW WASHERY (Ministry of Coal) (611017),Jharkhand,,2015-10,2018-04,2026-03,334.27,334.27,142.64,48,2025-10,FlashReport_October_2025.pdf
61,,,,AMALAGAMATED NTST KUJAMA OCP 8.5MTY (Ministry of Coal) (611864),Jharkhand,,2023-01,2030-03,,4011.85,4011.85,404.49,28,2025-10,FlashReport_October_2025.pdf
62,,,,MURAIDIH UG PROJECT (Ministry of Coal) (613808),Jharkhand,,2011-02,2014-04,2026-12,339.87,339.87,191,70,2025-10,FlashReport_October_2025.pdf
63,,,,TAPIN SOUTH EXPN (Ministry of Coal) (615349),Jharkhand,,2020-11,2028-03,,230.41,230.41,22.02,20,2025-10,FlashReport_October_2025.pdf
64,,,,SIRKA OC (Ministry of Coal) (615822),Jharkhand,,2020-05,2028-03,,222.82,222.82,140.58,53,2025-10,FlashReport_October_2025.pdf
65,,,,TETARIAKHAR OC (Ministry of Coal) (615843),Jharkhand,,2019-11,2025-03,2027-03,243.52,243.52,44.64,29,2025-10,FlashReport_October_2025.pdf
66,,,,CHUPERBHITA SIMLONG OCP MDO 6 (Eastern Coal Fields Limited [ECL]) (616225),Jharkhand,,2023-12,2037-03,,979.08,979.08,0,0,2025-10,FlashReport_October_2025.pdf
67,,,,JARANGDIH EXPN. OCP 1.5 MTY (CCL - CIL) (616236),Jharkhand,,2020-02,2029-03,,414.37,414.37,85.6,32,2025-10,FlashReport_October_2025.pdf
68,,,,BLOCK E OCP (Ministry of Coal) (616253),Jharkhand,,2024-03,2029-03,,5850.83,5850.83,20.32,3,2025-10,FlashReport_October_2025.pdf
69,Bharat Coking Coal Limited (BCCL,617416,,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of",Jharkhand,affected families in Jharia Coalfield- Reg.,2025-06,2028-12,,5940.47,5940.47,0,8,2025-10,FlashReport_October_2025.pdf
70,,,,AMADAND OCP[4.0MTY] (Ministry of Coal) (400148),Madhya Pradesh,,2016-03,2021-03,2027-03,869.44,869.44,275.35,75,2025-10,FlashReport_October_2025.pdf
71,,,,RAMPUR BATURA OCP [4.0MTY] (South Eastern Coalfields Limited [SECL]) (400152),Madhya Pradesh,,2019-07,2026-03,,1248.93,1248.93,498.04,44,2025-10,FlashReport_October_2025.pdf
72,,,,BLOCK B EXPANSION [3.5 TO 8.0 (Northern Coalfields Limited [NCL]) (400162),Madhya Pradesh,,2019-07,2023-03,2027-03,998.71,998.71,470.87,47,2025-10,FlashReport_October_2025.pdf
73,,,,NIGAHI EXPANSION [15 TO 25 MTP (Northern Coalfields Limited [NCL]) (400321),Madhya Pradesh,,2020-11,2025-03,2028-03,1729.68,1729.68,833.62,48,2025-10,FlashReport_October_2025.pdf
74,,,,KANCHAN OC EXP (South Eastern Coalfields Limited [SECL]) (613802),Madhya Pradesh,,2014-12,2026-03,,371.04,371.04,144.61,58,2025-10,FlashReport_October_2025.pdf
75,,,,JHIRIA WEST OCP [1.5 MTY] (South Eastern Coalfields Limited [SECL]) (613803),Madhya Pradesh,,2024-01,2029-03,,366.94,366.94,34.07,41,2025-10,FlashReport_October_2025.pdf
76,,,,RPR TAWA-III UG 0.84 MTY (Western Coalfields Limited [WCL]) (613804),Madhya Pradesh,,2021-12,2027-03,,314.09,314.09,6.84,17,2025-10,FlashReport_October_2025.pdf
77,,,,AMALGAMATED DHANKASA & JAMUNIA (Western Coalfields Limited [WCL]) (615185),Madhya Pradesh,,2022-09,2027-03,,399.2,399.2,93.52,66,2025-10,FlashReport_October_2025.pdf
78,,,,RPR OF VISHNUPURI UG TO OC (Western Coalfields Limited [WCL]) (615187),Madhya Pradesh,,2022-11,2029-03,,220.62,220.62,0,11,2025-10,FlashReport_October_2025.pdf
79,,,,URDHAN EXPANSION OC COST PLUS (Western Coalfields Limited [WCL]) (615194),Madhya Pradesh,,2022-07,2031-03,,206.88,206.88,27.19,0,2025-10,FlashReport_October_2025.pdf
80,,,,SHARDA UG MINE (Western Coalfields Limited [WCL]) (615195),Madhya Pradesh,,2022-07,2028-03,,166.25,166.25,5.08,9,2025-10,FlashReport_October_2025.pdf
81,,,,GANDHIGRAM UG MINE (Western Coalfields Limited [WCL]) (615206),Madhya Pradesh,,2019-08,2026-03,,414.15,414.15,15.52,56,2025-10,FlashReport_October_2025.pdf
82,,,,BHATADI EXPANSION OC (Western Coalfields Limited [WCL]) (400033),Maharashtra,,2020-02,2028-03,,580.61,580.61,73.77,28,2025-10,FlashReport_October_2025.pdf
83,,,,AMALGAMATED YEKONA I & YEKONA (Western Coalfields Limited [WCL]) (400177),Maharashtra,,2015-08,2025-03,2026-03,727.28,727.28,539.93,80,2025-10,FlashReport_October_2025.pdf
84,,,,DINESH[MAKARDHOKRA-III] OC (Western Coalfields Limited [WCL]) (400178),Maharashtra,,2020-02,2027-03,,822.88,822.88,621.94,34,2025-10,FlashReport_October_2025.pdf
85,,,,DHUPTALA OC [SASTI UG TO OC ] (Western Coalfields Limited [WCL]) (400353),Maharashtra,,2019-02,2028-03,,711.01,711.01,169.11,19,2025-10,FlashReport_October_2025.pdf
86,,,,SAONER UG MINE -1 EXPANSION 1. (Western Coalfields Limited [WCL]) (615184),Maharashtra,,2022-01,2028-03,,228.64,228.64,143.37,68,2025-10,FlashReport_October_2025.pdf
87,,,,SASTI EXPANSION OPENCAST (Western Coalfields Limited [WCL]) (615186),Maharashtra,,2020-08,2026-03,,319.04,319.04,91.48,20,2025-10,FlashReport_October_2025.pdf
88,,,,NEW MAJRI UG TO OC 3 MTY COST (Western Coalfields Limited [WCL]) (615188),Maharashtra,,2019-05,2027-03,,402.27,402.27,60.03,24,2025-10,FlashReport_October_2025.pdf
89,,,,MAKARDHOKRA EXPN OC 4.9 MTY (Western Coalfields Limited [WCL]) (615189),Maharashtra,,2022-06,2026-03,,361.87,361.87,76.32,11,2025-10,FlashReport_October_2025.pdf
90,,,,SINGHORI DEEP OC MIN 2.0 MTY (Western Coalfields Limited [WCL]) (615190),Maharashtra,,2022-05,2029-03,,335.75,335.75,26.98,6,2025-10,FlashReport_October_2025.pdf
91,,,,GOKUL EXTENSION OC MINE (Western Coalfields Limited [WCL]) (615192),Maharashtra,,2021-04,2026-03,,309.58,309.58,43.88,8,2025-10,FlashReport_October_2025.pdf
92,,,,KOLGAON EXPANSION DEEP OC MINE (Western Coalfields Limited [WCL]) (615199),Maharashtra,,2023-01,2027-03,,198.71,198.71,0.76,2,2025-10,FlashReport_October_2025.pdf
93,,,,BALLARPUR NORTH WEST OC MINE (Western Coalfields Limited [WCL]) (615330),Maharashtra,,2022-12,2029-03,,360.81,360.81,0.02,4,2025-10,FlashReport_October_2025.pdf
94,,,,GADEGAON OC 3 MTY (Western Coalfields Limited [WCL]) (615331),Maharashtra,,2023-10,2030-03,,497.41,497.41,0.08,0,2025-10,FlashReport_October_2025.pdf
95,,,,GHONSA EXPANSION DEEP OC MINE (Western Coalfields Limited [WCL]) (615914),Maharashtra,,2021-03,2029-03,,184.71,184.71,14.48,5,2025-10,FlashReport_October_2025.pdf
96,,,,AMLG GAURI PAUNI EXPANSION OC (Western Coalfields Limited [WCL]) (615916),Maharashtra,,2024-04,2030-03,,1225.21,1225.21,79.73,2,2025-10,FlashReport_October_2025.pdf
97,,,,GAURIDEEP/GAURI CENTRAL OCP 7. (Western Coalfields Limited [WCL]) (615917),Maharashtra,,2023-08,2030-03,,973.07,973.07,0.24,0,2025-10,FlashReport_October_2025.pdf
98,,,,RPR OF BHANEGAON OC (Western Coalfields Limited [WCL]) (615918),Maharashtra,,2017-02,2028-03,,405.2,405.2,12.39,7,2025-10,FlashReport_October_2025.pdf
99,,,,N. EXTN. MUNGOLI NIRGUDA D OCP (Western Coalfields Limited [WCL]) (615919),Maharashtra,,2024-06,2029-03,,1024.91,1024.91,170.94,0,2025-10,FlashReport_October_2025.pdf
100,,,,NILJAI EXPANSION DEEP OCP (Western Coalfields Limited [WCL]) (615982),Maharashtra,,2016-08,2024-03,2026-03,319.75,319.75,367.6,79,2025-10,FlashReport_October_2025.pdf
101,,,,UKNI DEEP OC MINE -COST PLUS (Western Coalfields Limited [WCL]) (616044),Maharashtra,,2018-11,2021-03,2026-03,237.06,237.06,165.57,87,2025-10,FlashReport_October_2025.pdf
102,,,,AMALGAMATED INDER-KAMPTEE DEEP OC (Western Coalfields Limited [WCL]) (616050),Maharashtra,,2018-09,2024-03,2026-03,235.9,235.9,237.12,98,2025-10,FlashReport_October_2025.pdf
103,,,,ADASA UG TO OC MINE (Western Coalfields Limited [WCL]) (616223),Maharashtra,,2018-11,2024-03,2026-03,316,316,308.84,86,2025-10,FlashReport_October_2025.pdf
104,,,,AMAL GONDEGAON GHATROHANA EXPN (Western Coalfields Limited [WCL]) (616229),Maharashtra,,2024-09,2029-03,,668.54,668.54,1.18,0,2025-10,FlashReport_October_2025.pdf
105,,,,WAGHODA UG MINE [1.02 MTY] (Western Coalfields Limited [WCL]) (617233),Maharashtra,,2024-01,2030-03,,379.3,379.3,0,0,2025-10,FlashReport_October_2025.pdf
106,,,,KOLARPIMPRI EXPANSION OC [2.5 (Western Coalfields Limited [WCL]) (617278),Maharashtra,,2024-06,2030-03,,630.37,630.37,0,0,2025-10,FlashReport_October_2025.pdf
107,,,,Master Plan for Jharia and Raniganj Coalfields (Bharat Coking Coal Limited [BCCL]) (400313),"Multi-States (Jharkhand, West Bengal)",,2009-08,2019-08,2028-12,2661.73,2661.73,791.42,43,2025-10,FlashReport_October_2025.pdf
108,,,,BINA KAKRI AMALGAMATION EXPANS (Northern Coalfields Limited [NCL]) (400369),"Multi-States (Madhya Pradesh, Uttar Pradesh)",,2020-08,2024-03,2027-03,836.42,836.42,809.2,89,2025-10,FlashReport_October_2025.pdf
109,,,,KHADIA EXPANSION [10 TO 16 MTP (Northern Coalfields Limited [NCL]) (615183),"Multi-States (Madhya Pradesh, Uttar Pradesh)",,2021-06,2025-03,2027-03,491.67,491.67,243.56,47,2025-10,FlashReport_October_2025.pdf
110,,,,SUBHADRA OCP (Mahanadi Coalfields Limited [MCL]) (400165),Odisha,,2021-05,2032-04,,1693.81,1693.81,1323.62,42,2025-10,FlashReport_October_2025.pdf
111,,,,SIARMAL OCP (Mahanadi Coalfields Limited [MCL]) (400166),Odisha,,2021-02,2029-03,,5194.95,5194.95,3456.93,55,2025-10,FlashReport_October_2025.pdf
112,,,,BALARAM EXPANSION OCP (Mahanadi Coalfields Limited (MCL)) (400183),Odisha,,2020-06,2029-03,,3504.21,3504.21,922.92,53,2025-10,FlashReport_October_2025.pdf
113,,,,GOPALJI KANIHA OCP [10 TO 30 M (MCL - CIL) (400185),Odisha,,2022-04,2030-03,,8416.19,6107.87,1734.86,17,2025-10,FlashReport_October_2025.pdf
114,,,,INTEGRATED LAKHANPUR-BELPAHAR- (Mahanadi Coalfields Limited [MCL]) (400187),Odisha,,2018-05,2027-03,,2434.75,2434.75,1834.91,69,2025-10,FlashReport_October_2025.pdf
115,,,,BHARATPUR RE-ORGANIZATION OCP (Mahanadi Coalfields Limited (MCL)) (400392),Odisha,,2018-11,2029-03,,2838.86,2838.86,1673.49,47,2025-10,FlashReport_October_2025.pdf
116,,,,BASUNDHARA WEST EXTENSION OPEN (MCL - CIL) (615193),Odisha,,2014-05,2019-03,2029-03,479.15,479.15,274.52,64,2025-10,FlashReport_October_2025.pdf
117,,,,Naini Coal Mine (Singareni Collieries Company Limited [SCCL]) (615857),Odisha,,2020-03,2026-03,,494.3,494.3,491.33,80,2025-10,FlashReport_October_2025.pdf
118,,,,INTEGRATED KULDA GARJANBAHAL O (Mahanadi Coalfields Limited [MCL]) (616226),Odisha,,2023-04,2033-03,,3563.5,3563.5,568.97,3,2025-10,FlashReport_October_2025.pdf
119,,,,BHUBANESWARI EXPN OCP 50 MTY (MCL - CIL) (616231),Odisha,,2024-03,2033-03,,5366.27,5366.27,466.28,14,2025-10,FlashReport_October_2025.pdf
120,,,,HINGULA II OC EXPN PH III 15 M (MCL - CIL) (616232),Odisha,,2022-11,2029-03,,1561.85,1561.85,273.03,24,2025-10,FlashReport_October_2025.pdf
121,,,,BALABHADRA OCP (MCL - CIL) (616233),Odisha,,2023-04,2030-03,,978.44,978.44,212.94,11,2025-10,FlashReport_October_2025.pdf
122,,,,Jawahar Khani Open Cast Mine (Singareni Collieries Company Limited [SCCL]) (615818),Telangana,,2021-12,2025-03,2027-03,297.88,297.88,46.83,20,2025-10,FlashReport_October_2025.pdf
123,,,,Kalyanikhani Opencast Project (Singareni Collieries Company Limited [SCCL]) (615858),Telangana,,2016-03,2026-03,,384.32,384.32,283.94,75,2025-10,FlashReport_October_2025.pdf
124,,,,Kakathiya Khani Opencast - III Project Phase - I (Singareni Collieries Company Limited [SCCL]) (615859),Telangana,,2017-03,2026-03,,413.84,413.84,397.55,79,2025-10,FlashReport_October_2025.pdf
125,,,,Godavarikhani Coal Mine - 5 (Singareni Collieries Company Limited [SCCL]) (615860),Telangana,,2019-07,2025-03,2026-03,607.04,607.04,191.37,71,2025-10,FlashReport_October_2025.pdf
126,,,,Indaram Opencast Project (Singareni Collieries Company Limited [SCCL]) (615861),Telangana,,2017-08,2025-03,2026-03,424.81,424.81,404.96,80,2025-10,FlashReport_October_2025.pdf
127,,,,Goleti Opencast Mine (Singareni Collieries Company Limited [SCCL]) (615862),Telangana,,2021-07,2026-03,,345.6,345.6,76.19,21,2025-10,FlashReport_October_2025.pdf
128,,,,Venkatesh Khani Coal Mine (Singareni Collieries Company Limited [SCCL]) (615863),Telangana,,2020-10,2026-03,,484.5,484.5,477.14,97,2025-10,FlashReport_October_2025.pdf
129,,,,Ramagundam OC-II Extension Project (Singareni Collieries Company Limited [SCCL]) (615864),Telangana,,2015-11,2026-03,,489.62,489.62,405.54,77,2025-10,FlashReport_October_2025.pdf
130,,,,Kakatiyakhani OC - 2 Project (Singareni Collieries Company Limited [SCCL]) (615865),Telangana,,2017-08,2025-03,2026-03,442.42,442.42,230.28,63,2025-10,FlashReport_October_2025.pdf
131,,,,MOHANPUR EXPANSION OC -PHASE I (Eastern Coal Fields Limited [ECL]) (400173),West Bengal,,2020-11,2026-03,2030-03,888.99,888.99,115.8,30,2025-10,FlashReport_October_2025.pdf
132,,,,BONJEMEHARI EXPANSION OCP (Eastern Coal Fields Limited [ECL]) (400180),West Bengal,,2021-08,2026-03,2030-03,570.11,570.11,82.25,16,2025-10,FlashReport_October_2025.pdf
133,,,,NAKRAKONDA KUMARDIH- B OCP (Eastern Coal Fields Limited [ECL]) (400181),West Bengal,,2018-08,2029-03,,502.68,502.67,71.11,26,2025-10,FlashReport_October_2025.pdf
134,,,,SIDULI [OC & UG] (ECL - CIL) (400182),West Bengal,,2018-05,2027-03,2030-03,535.18,535.17,5.28,14,2025-10,FlashReport_October_2025.pdf
135,,,,TILABONI UG (Eastern Coal Fields Limited [ECL]) (400186),West Bengal,,2023-01,2029-03,,749.08,749.07,52.55,10,2025-10,FlashReport_October_2025.pdf
136,,,,JHANJRA EXPANSION UG (Eastern Coal Fields Limited [ECL]) (400312),West Bengal,,2020-04,2029-03,,1210.12,1210.12,537.77,44,2025-10,FlashReport_October_2025.pdf
